Tour, Faim, Pensee
580,19,49
581,20,49
582,21,49
583,22,49
584,23,49
585,24,49
586,25,49
587,26,49
588,27,49
589,27,49
590,25,49
591,23,49
592,21,49
593,19,49
594,17,49
595,15,49
596,13,49
597,11,49
598,9,49
599,7,49
600,5,49
601,3,49
602,1,49
603,-1,49
604,-1,49
605,4,50
606,9,51
607,14,52
608,14,52
609,15,52
610,16,52
611,17,52
612,18,52
613,19,52
614,20,52
615,21,52
616,22,52
617,23,52
618,24,52
619,25,52
620,25,52
621,23,52
622,21,52
623,19,52
624,17,52
625,15,52
626,13,52
627,11,52
628,9,52
629,7,52
630,5,52
631,3,52
632,1,52
633,-1,52
634,-1,52
635,4,53
636,9,54
637,14,55
638,14,55
639,14,55
640,12,55
641,10,55
642,8,55
643,6,55
644,4,55
645,2,55
646,0,55
647,0,55
648,5,56
649,10,57
650,10,57
651,11,57
652,12,57
653,13,57
654,14,57
655,15,57
656,16,57
657,17,57
658,18,57
659,19,57
660,20,57
661,21,57
662,22,57
663,23,57
664,24,57
665,25,57
666,26,57
667,27,57
668,28,57
669,29,57
670,30,57
671,31,57
672,31,57
673,29,57
674,27,57
675,25,57
676,23,57
677,21,57
678,19,57
679,17,57
680,15,57
681,13,57
682,11,57
683,9,57
684,7,57
685,5,57
686,3,57
687,1,57
688,-1,57
689,-1,57
690,4,58
691,9,59
692,14,60
693,14,60
694,15,60
695,16,60
696,17,60
697,18,60
698,19,60
699,20,60
700,21,60
701,22,60
702,23,60
703,24,60
704,25,60
705,26,60
706,27,60
707,28,60
708,29,60
709,30,60
710,31,60
711,32,60
712,33,60
713,34,60
714,35,60
715,36,60
716,36,60
717,34,60
718,32,60
719,30,60
720,28,60
721,26,60
722,24,60
723,22,60
724,20,60
725,18,60
726,16,60
727,14,60
728,12,60
729,10,60
730,8,60
731,6,60
732,4,60
733,2,60
734,0,60
735,0,60
736,5,61
737,10,62
738,10,62
739,11,62
740,12,62
741,13,62
742,14,62
743,15,62
744,16,62
745,17,62
746,18,62
747,19,62
748,20,62
749,21,62
750,22,62
751,23,62
752,24,62
753,25,62
754,26,62
755,26,62
756,24,62
757,22,62
758,20,62
759,18,62
760,16,62
761,14,62
762,12,62
763,10,62
764,8,62
765,6,62
766,4,62
767,2,62
768,0,62
769,0,62
770,5,63
771,10,64
772,10,64
773,10,64
774,8,64
775,6,64
776,4,64
777,2,64
778,0,64
779,0,64
780,5,65
781,10,66
782,10,66
783,11,66
784,12,66
785,13,66
786,14,66
787,15,66
788,16,66
789,17,66
790,18,66
791,19,66
792,20,66
793,21,66
794,22,66
795,23,66
796,24,66
797,25,66
798,26,66
799,27,66
800,27,66
801,25,66
802,23,66
803,21,66
804,19,66
805,17,66
806,15,66
807,13,66
808,11,66
809,9,66
810,7,66
811,5,66
812,3,66
813,1,66
814,-1,66
815,-1,66
816,4,67
817,9,68
818,14,69
819,14,69
820,15,69
821,16,69
822,17,69
823,18,69
824,19,69
825,20,69
826,21,69
827,22,69
828,23,69
829,24,69
830,25,69
831,26,69
832,27,69
833,28,69
834,28,69
835,26,69
836,24,69
837,22,69
838,20,69
839,18,69
840,16,69
841,14,69
842,12,69
843,10,69
844,8,69
845,6,69
846,4,69
847,2,69
848,0,69
849,0,69
850,5,70
851,10,71
852,10,71
853,10,71
854,8,71
855,6,71
856,4,71
857,2,71
858,0,71
859,0,71
860,5,72
861,10,73
862,10,73
863,11,73
864,12,73
865,13,73
866,14,73
867,15,73
868,16,73
869,17,73
870,18,73
871,19,73
872,20,73
873,21,73
874,22,73
875,23,73
876,24,73
877,25,73
878,26,73
879,27,73
880,28,73
881,29,73
882,29,73
883,27,73
884,25,73
885,23,73
886,21,73
887,19,73
888,17,73
889,15,73
890,13,73
891,11,73
892,9,73
893,7,73
894,5,73
895,3,73
896,1,73
897,-1,73
898,-1,73
899,4,74
900,9,75
901,14,76
902,14,76
903,15,76
904,16,76
905,17,76
906,18,76
907,19,76
908,20,76
909,21,76
910,22,76
911,23,76
912,24,76
913,25,76
914,25,76
915,23,76
916,21,76
917,19,76
918,17,76
919,15,76
920,13,76
921,11,76
922,9,76
923,7,76
924,5,76
925,3,76
926,1,76
927,-1,76
928,-1,76
929,4,77
930,9,78
931,14,79
932,14,79
933,15,79
934,16,79
935,17,79
936,18,79
937,19,79
938,20,79
939,21,79
940,22,79
941,23,79
942,24,79
943,25,79
944,26,79
945,27,79
946,28,79
947,29,79
948,29,79
949,27,79
950,25,79
951,23,79
952,21,79
953,19,79
954,17,79
955,15,79
956,13,79
957,11,79
958,9,79
959,7,79
960,5,79
961,3,79
962,1,79
963,-1,79
964,-1,79
965,4,80
966,9,81
967,14,82
968,14,82
969,15,82
970,16,82
971,17,82
972,18,82
973,19,82
974,20,82
975,21,82
976,22,82
977,23,82
978,24,82
979,25,82
980,26,82
981,26,82
982,24,82
983,22,82
984,20,82
985,18,82
986,16,82
987,14,82
988,12,82
989,10,82
990,8,82
991,6,82
992,4,82
993,2,82
994,0,82
995,0,82
996,5,83
997,10,84
998,10,84
999,11,84
