Tour, Faim, Pensee
0,-5,1
1,0,2
2,5,3
3,10,4
4,10,4
5,10,4
6,8,4
7,6,4
8,4,4
9,2,4
10,0,4
11,0,4
12,5,5
13,10,6
14,10,6
15,11,6
16,12,6
17,13,6
18,14,6
19,15,6
20,16,6
21,17,6
22,18,6
23,18,6
24,16,6
25,14,6
26,12,6
27,10,6
28,8,6
29,6,6
30,4,6
31,2,6
32,0,6
33,0,6
34,5,7
35,10,8
36,10,8
37,11,8
38,12,8
39,13,8
40,14,8
41,15,8
42,16,8
43,17,8
44,18,8
45,19,8
46,20,8
47,20,8
48,18,8
49,16,8
50,14,8
51,12,8
52,10,8
53,8,8
54,6,8
55,4,8
56,2,8
57,0,8
58,0,8
59,5,9
60,10,10
61,10,10
62,11,10
63,12,10
64,13,10
65,14,10
66,15,10
67,16,10
68,17,10
69,18,10
70,19,10
71,19,10
72,17,10
73,15,10
74,13,10
75,11,10
76,9,10
77,7,10
78,5,10
79,3,10
80,1,10
81,-1,10
82,-1,10
83,4,11
84,9,12
85,14,13
86,14,13
87,15,13
88,16,13
89,17,13
90,18,13
91,19,13
92,20,13
93,21,13
94,22,13
95,23,13
96,23,13
97,21,13
98,19,13
99,17,13
100,15,13
101,13,13
102,11,13
103,9,13
104,7,13
105,5,13
106,3,13
107,1,13
108,-1,13
109,-1,13
110,4,14
111,9,15
112,14,16
113,14,16
114,15,16
115,16,16
116,17,16
117,18,16
118,19,16
119,20,16
120,21,16
121,22,16
122,23,16
123,24,16
124,24,16
125,22,16
126,20,16
127,18,16
128,16,16
129,14,16
130,12,16
131,10,16
132,8,16
133,6,16
134,4,16
135,2,16
136,0,16
137,0,16
138,5,17
139,10,18
140,10,18
141,11,18
142,12,18
143,13,18
144,14,18
145,15,18
146,16,18
147,17,18
148,18,18
149,19,18
150,20,18
151,20,18
152,18,18
153,16,18
154,14,18
155,12,18
156,10,18
157,8,18
158,6,18
159,4,18
160,2,18
161,0,18
162,0,18
163,5,19
164,10,20
165,10,20
166,11,20
167,12,20
168,13,20
169,14,20
170,15,20
171,16,20
172,17,20
173,18,20
174,19,20
175,19,20
176,17,20
177,15,20
178,13,20
179,11,20
180,9,20
181,7,20
182,5,20
183,3,20
184,1,20
185,-1,20
186,-1,20
187,4,21
188,9,22
189,14,23
190,14,23
191,15,23
192,16,23
193,17,23
194,18,23
195,19,23
196,20,23
197,21,23
198,22,23
199,23,23
200,24,23
201,25,23
202,26,23
203,27,23
204,28,23
205,29,23
206,30,23
207,31,23
208,32,23
209,33,23
210,34,23
211,35,23
212,36,23
213,37,23
214,38,23
215,39,23
216,39,23
217,37,23
218,35,23
219,33,23
220,31,23
221,29,23
222,27,23
223,25,23
224,23,23
225,21,23
226,19,23
227,17,23
228,15,23
229,13,23
230,11,23
231,9,23
232,7,23
233,5,23
234,3,23
235,1,23
236,-1,23
237,-1,23
238,4,24
239,9,25
240,14,26
241,14,26
242,15,26
243,16,26
244,17,26
245,18,26
246,19,26
247,20,26
248,21,26
249,22,26
250,23,26
251,24,26
252,25,26
253,26,26
254,27,26
255,28,26
256,29,26
257,30,26
258,31,26
259,32,26
260,32,26
261,30,26
262,28,26
263,26,26
264,24,26
265,22,26
266,20,26
267,18,26
268,16,26
269,14,26
270,12,26
271,10,26
272,8,26
273,6,26
274,4,26
275,2,26
276,0,26
277,0,26
278,5,27
279,10,28
280,10,28
281,11,28
282,12,28
283,13,28
284,14,28
285,15,28
286,16,28
287,17,28
288,18,28
289,19,28
290,20,28
291,21,28
292,22,28
293,23,28
294,24,28
295,25,28
296,25,28
297,23,28
298,21,28
299,19,28
300,17,28
301,15,28
302,13,28
303,11,28
304,9,28
305,7,28
306,5,28
307,3,28
308,1,28
309,-1,28
310,-1,28
311,4,29
312,9,30
313,14,31
314,14,31
315,14,31
316,12,31
317,10,31
318,8,31
319,6,31
320,4,31
321,2,31
322,0,31
323,0,31
324,5,32
325,10,33
326,10,33
327,11,33
328,12,33
329,13,33
330,14,33
331,15,33
332,16,33
333,17,33
334,18,33
335,19,33
336,20,33
337,21,33
338,22,33
339,23,33
340,24,33
341,25,33
342,26,33
343,27,33
344,27,33
345,25,33
346,23,33
347,21,33
348,19,33
349,17,33
350,15,33
351,13,33
352,11,33
353,9,33
354,7,33
355,5,33
356,3,33
357,1,33
358,-1,33
359,-1,33
360,4,34
361,9,35
362,14,36
363,14,36
364,15,36
365,16,36
366,17,36
367,18,36
368,19,36
369,20,36
370,21,36
371,22,36
372,23,36
373,24,36
374,25,36
375,26,36
376,27,36
377,28,36
378,28,36
379,26,36
380,24,36
381,22,36
382,20,36
383,18,36
384,16,36
385,14,36
386,12,36
387,10,36
388,8,36
389,6,36
390,4,36
391,2,36
392,0,36
393,0,36
394,5,37
395,10,38
396,10,38
397,11,38
398,12,38
399,13,38
400,14,38
401,15,38
402,16,38
403,17,38
404,18,38
405,19,38
406,20,38
407,21,38
408,22,38
409,23,38
410,24,38
411,25,38
412,26,38
413,27,38
414,28,38
415,29,38
416,30,38
417,31,38
418,32,38
419,33,38
420,33,38
421,31,38
422,29,38
423,27,38
424,25,38
425,23,38
426,21,38
427,19,38
428,17,38
429,15,38
430,13,38
431,11,38
432,9,38
433,7,38
434,5,38
435,3,38
436,1,38
437,-1,38
438,-1,38
439,4,39
440,9,40
441,14,41
442,14,41
443,15,41
444,16,41
445,17,41
446,18,41
447,19,41
448,20,41
449,21,41
450,22,41
451,23,41
452,24,41
453,25,41
454,26,41
455,27,41
456,28,41
457,29,41
458,30,41
459,31,41
460,32,41
461,33,41
462,34,41
463,35,41
464,36,41
465,36,41
466,34,41
467,32,41
468,30,41
469,28,41
470,26,41
471,24,41
472,22,41
473,20,41
474,18,41
475,16,41
476,14,41
477,12,41
478,10,41
479,8,41
480,6,41
481,4,41
482,2,41
483,0,41
484,0,41
485,5,42
486,10,43
487,10,43
488,11,43
489,12,43
490,13,43
491,14,43
492,15,43
493,16,43
494,17,43
495,18,43
496,19,43
497,20,43
498,21,43
499,22,43
500,23,43
501,24,43
502,25,43
503,26,43
504,27,43
505,27,43
506,25,43
507,23,43
508,21,43
509,19,43
510,17,43
511,15,43
512,13,43
513,11,43
514,9,43
515,7,43
516,5,43
517,3,43
518,1,43
519,-1,43
520,-1,43
521,4,44
522,9,45
523,14,46
524,14,46
525,15,46
526,16,46
527,17,46
528,18,46
529,19,46
530,20,46
531,21,46
532,22,46
533,23,46
534,24,46
535,25,46
536,26,46
537,27,46
538,28,46
539,29,46
540,30,46
541,31,46
542,32,46
543,33,46
544,34,46
545,35,46
546,36,46
547,37,46
548,38,46
549,39,46
550,39,46
551,37,46
552,35,46
553,33,46
554,31,46
555,29,46
556,27,46
557,25,46
558,23,46
559,21,46
560,19,46
561,17,46
562,15,46
563,13,46
564,11,46
565,9,46
566,7,46
567,5,46
568,3,46
569,1,46
570,-1,46
571,-1,46
572,4,47
573,9,48
574,14,49
575,14,49
576,15,49
577,16,49
578,17,49
579,18,49
