Tour, Faim, Pensee
579,29,51
580,29,51
581,27,51
582,25,51
583,23,51
584,21,51
585,19,51
586,17,51
587,15,51
588,13,51
589,11,51
590,9,51
591,7,51
592,5,51
593,3,51
594,1,51
595,-1,51
596,-1,51
597,4,52
598,9,53
599,14,54
600,14,54
601,14,54
602,12,54
603,10,54
604,8,54
605,6,54
606,4,54
607,2,54
608,0,54
609,0,54
610,5,55
611,10,56
612,10,56
613,11,56
614,12,56
615,13,56
616,14,56
617,15,56
618,16,56
619,17,56
620,18,56
621,19,56
622,20,56
623,21,56
624,22,56
625,23,56
626,24,56
627,25,56
628,26,56
629,27,56
630,28,56
631,28,56
632,26,56
633,24,56
634,22,56
635,20,56
636,18,56
637,16,56
638,14,56
639,12,56
640,10,56
641,8,56
642,6,56
643,4,56
644,2,56
645,0,56
646,0,56
647,5,57
648,10,58
649,10,58
650,11,58
651,12,58
652,13,58
653,14,58
654,15,58
655,16,58
656,17,58
657,18,58
658,19,58
659,20,58
660,21,58
661,22,58
662,23,58
663,24,58
664,25,58
665,26,58
666,27,58
667,28,58
668,29,58
669,30,58
670,31,58
671,32,58
672,33,58
673,34,58
674,35,58
675,36,58
676,37,58
677,37,58
678,35,58
679,33,58
680,31,58
681,29,58
682,27,58
683,25,58
684,23,58
685,21,58
686,19,58
687,17,58
688,15,58
689,13,58
690,11,58
691,9,58
692,7,58
693,5,58
694,3,58
695,1,58
696,-1,58
697,-1,58
698,4,59
699,9,60
700,14,61
701,14,61
702,15,61
703,16,61
704,17,61
705,18,61
706,19,61
707,20,61
708,21,61
709,22,61
710,23,61
711,24,61
712,25,61
713,26,61
714,27,61
715,28,61
716,28,61
717,26,61
718,24,61
719,22,61
720,20,61
721,18,61
722,16,61
723,14,61
724,12,61
725,10,61
726,8,61
727,6,61
728,4,61
729,2,61
730,0,61
731,0,61
732,5,62
733,10,63
734,10,63
735,10,63
736,8,63
737,6,63
738,4,63
739,2,63
740,0,63
741,0,63
742,5,64
743,10,65
744,10,65
745,11,65
746,12,65
747,13,65
748,14,65
749,15,65
750,16,65
751,17,65
752,18,65
753,19,65
754,20,65
755,21,65
756,22,65
757,23,65
758,24,65
759,25,65
760,26,65
761,27,65
762,27,65
763,25,65
764,23,65
765,21,65
766,19,65
767,17,65
768,15,65
769,13,65
770,11,65
771,9,65
772,7,65
773,5,65
774,3,65
775,1,65
776,-1,65
777,-1,65
778,4,66
779,9,67
780,14,68
781,14,68
782,15,68
783,16,68
784,17,68
785,18,68
786,19,68
787,20,68
788,21,68
789,22,68
790,23,68
791,24,68
792,25,68
793,25,68
794,23,68
795,21,68
796,19,68
797,17,68
798,15,68
799,13,68
800,11,68
801,9,68
802,7,68
803,5,68
804,3,68
805,1,68
806,-1,68
807,-1,68
808,4,69
809,9,70
810,14,71
811,14,71
812,14,71
813,12,71
814,10,71
815,8,71
816,6,71
817,4,71
818,2,71
819,0,71
820,0,71
821,5,72
822,10,73
823,10,73
824,11,73
825,12,73
826,13,73
827,14,73
828,15,73
829,16,73
830,17,73
831,18,73
832,19,73
833,20,73
834,21,73
835,22,73
836,23,73
837,24,73
838,25,73
839,26,73
840,27,73
841,27,73
842,25,73
843,23,73
844,21,73
845,19,73
846,17,73
847,15,73
848,13,73
849,11,73
850,9,73
851,7,73
852,5,73
853,3,73
854,1,73
855,-1,73
856,-1,73
857,4,74
858,9,75
859,14,76
860,14,76
861,15,76
862,16,76
863,17,76
864,18,76
865,19,76
866,20,76
867,21,76
868,22,76
869,23,76
870,24,76
871,25,76
872,26,76
873,26,76
874,24,76
875,22,76
876,20,76
877,18,76
878,16,76
879,14,76
880,12,76
881,10,76
882,8,76
883,6,76
884,4,76
885,2,76
886,0,76
887,0,76
888,5,77
889,10,78
890,10,78
891,10,78
892,8,78
893,6,78
894,4,78
895,2,78
896,0,78
897,0,78
898,5,79
899,10,80
900,10,80
901,11,80
902,12,80
903,13,80
904,14,80
905,15,80
906,16,80
907,17,80
908,18,80
909,19,80
910,20,80
911,21,80
912,22,80
913,23,80
914,24,80
915,24,80
916,22,80
917,20,80
918,18,80
919,16,80
920,14,80
921,12,80
922,10,80
923,8,80
924,6,80
925,4,80
926,2,80
927,0,80
928,0,80
929,5,81
930,10,82
931,10,82
932,11,82
933,12,82
934,13,82
935,14,82
936,15,82
937,16,82
938,17,82
939,18,82
940,19,82
941,20,82
942,21,82
943,22,82
944,23,82
945,23,82
946,21,82
947,19,82
948,17,82
949,15,82
950,13,82
951,11,82
952,9,82
953,7,82
954,5,82
955,3,82
956,1,82
957,-1,82
958,-1,82
959,4,83
960,9,84
961,14,85
962,14,85
963,15,85
964,16,85
965,17,85
966,18,85
967,19,85
968,20,85
969,21,85
970,22,85
971,23,85
972,24,85
973,24,85
974,22,85
975,20,85
976,18,85
977,16,85
978,14,85
979,12,85
980,10,85
981,8,85
982,6,85
983,4,85
984,2,85
985,0,85
986,0,85
987,5,86
988,10,87
989,10,87
990,10,87
991,8,87
992,6,87
993,4,87
994,2,87
995,0,87
996,0,87
997,5,88
998,10,89
999,10,89
