Tour, Faim, Pensee
580,4,45
581,9,46
582,14,47
583,14,47
584,15,47
585,16,47
586,17,47
587,18,47
588,19,47
589,20,47
590,21,47
591,22,47
592,23,47
593,24,47
594,25,47
595,26,47
596,27,47
597,28,47
598,29,47
599,30,47
600,31,47
601,32,47
602,33,47
603,34,47
604,35,47
605,36,47
606,37,47
607,38,47
608,39,47
609,40,47
610,40,47
611,38,47
612,36,47
613,34,47
614,32,47
615,30,47
616,28,47
617,26,47
618,24,47
619,22,47
620,20,47
621,18,47
622,16,47
623,14,47
624,12,47
625,10,47
626,8,47
627,6,47
628,4,47
629,2,47
630,0,47
631,0,47
632,5,48
633,10,49
634,10,49
635,11,49
636,12,49
637,13,49
638,14,49
639,15,49
640,16,49
641,17,49
642,18,49
643,19,49
644,20,49
645,21,49
646,22,49
647,23,49
648,24,49
649,25,49
650,25,49
651,23,49
652,21,49
653,19,49
654,17,49
655,15,49
656,13,49
657,11,49
658,9,49
659,7,49
660,5,49
661,3,49
662,1,49
663,-1,49
664,-1,49
665,4,50
666,9,51
667,14,52
668,14,52
669,14,52
670,12,52
671,10,52
672,8,52
673,6,52
674,4,52
675,2,52
676,0,52
677,0,52
678,5,53
679,10,54
680,10,54
681,11,54
682,12,54
683,13,54
684,14,54
685,15,54
686,16,54
687,17,54
688,18,54
689,19,54
690,20,54
691,21,54
692,22,54
693,23,54
694,24,54
695,25,54
696,26,54
697,27,54
698,27,54
699,25,54
700,23,54
701,21,54
702,19,54
703,17,54
704,15,54
705,13,54
706,11,54
707,9,54
708,7,54
709,5,54
710,3,54
711,1,54
712,-1,54
713,-1,54
714,4,55
715,9,56
716,14,57
717,14,57
718,15,57
719,16,57
720,17,57
721,18,57
722,19,57
723,20,57
724,21,57
725,22,57
726,23,57
727,24,57
728,25,57
729,26,57
730,27,57
731,28,57
732,29,57
733,30,57
734,31,57
735,32,57
736,33,57
737,34,57
738,35,57
739,36,57
740,37,57
741,38,57
742,38,57
743,36,57
744,34,57
745,32,57
746,30,57
747,28,57
748,26,57
749,24,57
750,22,57
751,20,57
752,18,57
753,16,57
754,14,57
755,12,57
756,10,57
757,8,57
758,6,57
759,4,57
760,2,57
761,0,57
762,0,57
763,5,58
764,10,59
765,10,59
766,11,59
767,12,59
768,13,59
769,14,59
770,15,59
771,16,59
772,17,59
773,18,59
774,19,59
775,20,59
776,21,59
777,22,59
778,23,59
779,24,59
780,24,59
781,22,59
782,20,59
783,18,59
784,16,59
785,14,59
786,12,59
787,10,59
788,8,59
789,6,59
790,4,59
791,2,59
792,0,59
793,0,59
794,5,60
795,10,61
796,10,61
797,11,61
798,12,61
799,13,61
800,14,61
801,15,61
802,16,61
803,17,61
804,18,61
805,19,61
806,20,61
807,21,61
808,22,61
809,23,61
810,24,61
811,25,61
812,26,61
813,27,61
814,28,61
815,29,61
816,30,61
817,31,61
818,32,61
819,33,61
820,34,61
821,34,61
822,32,61
823,30,61
824,28,61
825,26,61
826,24,61
827,22,61
828,20,61
829,18,61
830,16,61
831,14,61
832,12,61
833,10,61
834,8,61
835,6,61
836,4,61
837,2,61
838,0,61
839,0,61
840,5,62
841,10,63
842,10,63
843,11,63
844,12,63
845,13,63
846,14,63
847,15,63
848,16,63
849,17,63
850,18,63
851,19,63
852,20,63
853,21,63
854,22,63
855,23,63
856,24,63
857,25,63
858,26,63
859,26,63
860,24,63
861,22,63
862,20,63
863,18,63
864,16,63
865,14,63
866,12,63
867,10,63
868,8,63
869,6,63
870,4,63
871,2,63
872,0,63
873,0,63
874,5,64
875,10,65
876,10,65
877,11,65
878,12,65
879,13,65
880,14,65
881,15,65
882,16,65
883,17,65
884,18,65
885,19,65
886,20,65
887,21,65
888,22,65
889,23,65
890,24,65
891,25,65
892,26,65
893,27,65
894,28,65
895,29,65
896,30,65
897,31,65
898,31,65
899,29,65
900,27,65
901,25,65
902,23,65
903,21,65
904,19,65
905,17,65
906,15,65
907,13,65
908,11,65
909,9,65
910,7,65
911,5,65
912,3,65
913,1,65
914,-1,65
915,-1,65
916,4,66
917,9,67
918,14,68
919,14,68
920,15,68
921,16,68
922,17,68
923,18,68
924,19,68
925,20,68
926,21,68
927,22,68
928,23,68
929,24,68
930,24,68
931,22,68
932,20,68
933,18,68
934,16,68
935,14,68
936,12,68
937,10,68
938,8,68
939,6,68
940,4,68
941,2,68
942,0,68
943,0,68
944,5,69
945,10,70
946,10,70
947,11,70
948,12,70
949,13,70
950,14,70
951,15,70
952,16,70
953,17,70
954,18,70
955,19,70
956,20,70
957,21,70
958,22,70
959,23,70
960,23,70
961,21,70
962,19,70
963,17,70
964,15,70
965,13,70
966,11,70
967,9,70
968,7,70
969,5,70
970,3,70
971,1,70
972,-1,70
973,-1,70
974,4,71
975,9,72
976,14,73
977,14,73
978,15,73
979,16,73
980,17,73
981,18,73
982,19,73
983,20,73
984,21,73
985,22,73
986,23,73
987,24,73
988,25,73
989,26,73
990,27,73
991,28,73
992,29,73
993,30,73
994,31,73
995,32,73
996,33,73
997,33,73
998,31,73
999,29,73
