Tour, Faim, Pensee
581,14,47
582,12,47
583,10,47
584,8,47
585,6,47
586,4,47
587,2,47
588,0,47
589,0,47
590,5,48
591,10,49
592,10,49
593,11,49
594,12,49
595,13,49
596,14,49
597,15,49
598,16,49
599,17,49
600,18,49
601,19,49
602,20,49
603,21,49
604,22,49
605,23,49
606,24,49
607,24,49
608,22,49
609,20,49
610,18,49
611,16,49
612,14,49
613,12,49
614,10,49
615,8,49
616,6,49
617,4,49
618,2,49
619,0,49
620,0,49
621,5,50
622,10,51
623,10,51
624,11,51
625,12,51
626,13,51
627,14,51
628,15,51
629,16,51
630,17,51
631,18,51
632,19,51
633,20,51
634,21,51
635,22,51
636,23,51
637,24,51
638,25,51
639,26,51
640,27,51
641,28,51
642,29,51
643,30,51
644,31,51
645,32,51
646,33,51
647,34,51
648,34,51
649,32,51
650,30,51
651,28,51
652,26,51
653,24,51
654,22,51
655,20,51
656,18,51
657,16,51
658,14,51
659,12,51
660,10,51
661,8,51
662,6,51
663,4,51
664,2,51
665,0,51
666,0,51
667,5,52
668,10,53
669,10,53
670,11,53
671,12,53
672,13,53
673,14,53
674,15,53
675,16,53
676,17,53
677,18,53
678,19,53
679,20,53
680,21,53
681,22,53
682,23,53
683,24,53
684,25,53
685,26,53
686,27,53
687,28,53
688,29,53
689,30,53
690,30,53
691,28,53
692,26,53
693,24,53
694,22,53
695,20,53
696,18,53
697,16,53
698,14,53
699,12,53
700,10,53
701,8,53
702,6,53
703,4,53
704,2,53
705,0,53
706,0,53
707,5,54
708,10,55
709,10,55
710,10,55
711,8,55
712,6,55
713,4,55
714,2,55
715,0,55
716,0,55
717,5,56
718,10,57
719,10,57
720,11,57
721,12,57
722,13,57
723,14,57
724,15,57
725,16,57
726,17,57
727,18,57
728,19,57
729,20,57
730,21,57
731,22,57
732,23,57
733,24,57
734,25,57
735,26,57
736,27,57
737,27,57
738,25,57
739,23,57
740,21,57
741,19,57
742,17,57
743,15,57
744,13,57
745,11,57
746,9,57
747,7,57
748,5,57
749,3,57
750,1,57
751,-1,57
752,-1,57
753,4,58
754,9,59
755,14,60
756,14,60
757,15,60
758,16,60
759,17,60
760,18,60
761,19,60
762,20,60
763,21,60
764,22,60
765,23,60
766,24,60
767,25,60
768,26,60
769,27,60
770,28,60
771,29,60
772,30,60
773,31,60
774,32,60
775,33,60
776,34,60
777,35,60
778,36,60
779,37,60
780,37,60
781,35,60
782,33,60
783,31,60
784,29,60
785,27,60
786,25,60
787,23,60
788,21,60
789,19,60
790,17,60
791,15,60
792,13,60
793,11,60
794,9,60
795,7,60
796,5,60
797,3,60
798,1,60
799,-1,60
800,-1,60
801,4,61
802,9,62
803,14,63
804,14,63
805,15,63
806,16,63
807,17,63
808,18,63
809,19,63
810,20,63
811,21,63
812,22,63
813,23,63
814,24,63
815,25,63
816,26,63
817,27,63
818,28,63
819,28,63
820,26,63
821,24,63
822,22,63
823,20,63
824,18,63
825,16,63
826,14,63
827,12,63
828,10,63
829,8,63
830,6,63
831,4,63
832,2,63
833,0,63
834,0,63
835,5,64
836,10,65
837,10,65
838,11,65
839,12,65
840,13,65
841,14,65
842,15,65
843,16,65
844,17,65
845,18,65
846,19,65
847,20,65
848,21,65
849,22,65
850,23,65
851,24,65
852,25,65
853,26,65
854,27,65
855,28,65
856,29,65
857,30,65
858,31,65
859,32,65
860,32,65
861,30,65
862,28,65
863,26,65
864,24,65
865,22,65
866,20,65
867,18,65
868,16,65
869,14,65
870,12,65
871,10,65
872,8,65
873,6,65
874,4,65
875,2,65
876,0,65
877,0,65
878,5,66
879,10,67
880,10,67
881,11,67
882,12,67
883,13,67
884,14,67
885,15,67
886,16,67
887,17,67
888,18,67
889,19,67
890,20,67
891,21,67
892,22,67
893,23,67
894,24,67
895,25,67
896,26,67
897,27,67
898,28,67
899,28,67
900,26,67
901,24,67
902,22,67
903,20,67
904,18,67
905,16,67
906,14,67
907,12,67
908,10,67
909,8,67
910,6,67
911,4,67
912,2,67
913,0,67
914,0,67
915,5,68
916,10,69
917,10,69
918,11,69
919,12,69
920,13,69
921,14,69
922,15,69
923,16,69
924,17,69
925,18,69
926,19,69
927,20,69
928,21,69
929,22,69
930,23,69
931,23,69
932,21,69
933,19,69
934,17,69
935,15,69
936,13,69
937,11,69
938,9,69
939,7,69
940,5,69
941,3,69
942,1,69
943,-1,69
944,-1,69
945,4,70
946,9,71
947,14,72
948,14,72
949,15,72
950,16,72
951,17,72
952,18,72
953,19,72
954,20,72
955,21,72
956,22,72
957,23,72
958,24,72
959,25,72
960,26,72
961,27,72
962,28,72
963,29,72
964,30,72
965,30,72
966,28,72
967,26,72
968,24,72
969,22,72
970,20,72
971,18,72
972,16,72
973,14,72
974,12,72
975,10,72
976,8,72
977,6,72
978,4,72
979,2,72
980,0,72
981,0,72
982,5,73
983,10,74
984,10,74
985,11,74
986,12,74
987,13,74
988,14,74
989,15,74
990,16,74
991,17,74
992,18,74
993,19,74
994,20,74
995,21,74
996,22,74
997,23,74
998,24,74
999,24,74
