Tour, Faim, Pensee
0,-5,1
1,0,2
2,5,3
3,10,4
4,10,4
5,10,4
6,8,4
7,6,4
8,4,4
9,2,4
10,0,4
11,0,4
12,5,5
13,10,6
14,10,6
15,11,6
16,12,6
17,13,6
18,14,6
19,15,6
20,16,6
21,17,6
22,18,6
23,18,6
24,16,6
25,14,6
26,12,6
27,10,6
28,8,6
29,6,6
30,4,6
31,2,6
32,0,6
33,0,6
34,5,7
35,10,8
36,10,8
37,11,8
38,12,8
39,13,8
40,14,8
41,15,8
42,16,8
43,17,8
44,18,8
45,19,8
46,20,8
47,20,8
48,18,8
49,16,8
50,14,8
51,12,8
52,10,8
53,8,8
54,6,8
55,4,8
56,2,8
57,0,8
58,0,8
59,5,9
60,10,10
61,10,10
62,11,10
63,12,10
64,13,10
65,14,10
66,15,10
67,16,10
68,17,10
69,18,10
70,19,10
71,20,10
72,20,10
73,18,10
74,16,10
75,14,10
76,12,10
77,10,10
78,8,10
79,6,10
80,4,10
81,2,10
82,0,10
83,0,10
84,5,11
85,10,12
86,10,12
87,11,12
88,12,12
89,13,12
90,14,12
91,15,12
92,16,12
93,17,12
94,18,12
95,19,12
96,20,12
97,20,12
98,18,12
99,16,12
100,14,12
101,12,12
102,10,12
103,8,12
104,6,12
105,4,12
106,2,12
107,0,12
108,0,12
109,5,13
110,10,14
111,10,14
112,11,14
113,12,14
114,13,14
115,14,14
116,15,14
117,16,14
118,17,14
119,18,14
120,19,14
121,20,14
122,21,14
123,22,14
124,22,14
125,20,14
126,18,14
127,16,14
128,14,14
129,12,14
130,10,14
131,8,14
132,6,14
133,4,14
134,2,14
135,0,14
136,0,14
137,5,15
138,10,16
139,10,16
140,11,16
141,12,16
142,13,16
143,14,16
144,15,16
145,16,16
146,17,16
147,18,16
148,19,16
149,20,16
150,21,16
151,22,16
152,22,16
153,20,16
154,18,16
155,16,16
156,14,16
157,12,16
158,10,16
159,8,16
160,6,16
161,4,16
162,2,16
163,0,16
164,0,16
165,5,17
166,10,18
167,10,18
168,11,18
169,12,18
170,13,18
171,14,18
172,15,18
173,16,18
174,17,18
175,18,18
176,19,18
177,20,18
178,21,18
179,21,18
180,19,18
181,17,18
182,15,18
183,13,18
184,11,18
185,9,18
186,7,18
187,5,18
188,3,18
189,1,18
190,-1,18
191,-1,18
192,4,19
193,9,20
194,14,21
195,14,21
196,15,21
197,16,21
198,17,21
199,18,21
200,19,21
201,20,21
202,21,21
203,22,21
204,23,21
205,24,21
206,24,21
207,22,21
208,20,21
209,18,21
210,16,21
211,14,21
212,12,21
213,10,21
214,8,21
215,6,21
216,4,21
217,2,21
218,0,21
219,0,21
220,5,22
221,10,23
222,10,23
223,10,23
224,8,23
225,6,23
226,4,23
227,2,23
228,0,23
229,0,23
230,5,24
231,10,25
232,10,25
233,11,25
234,12,25
235,13,25
236,14,25
237,15,25
238,16,25
239,17,25
240,18,25
241,19,25
242,20,25
243,21,25
244,22,25
245,23,25
246,24,25
247,25,25
248,26,25
249,27,25
250,28,25
251,29,25
252,30,25
253,31,25
254,32,25
255,33,25
256,34,25
257,35,25
258,36,25
259,37,25
260,38,25
261,38,25
262,36,25
263,34,25
264,32,25
265,30,25
266,28,25
267,26,25
268,24,25
269,22,25
270,20,25
271,18,25
272,16,25
273,14,25
274,12,25
275,10,25
276,8,25
277,6,25
278,4,25
279,2,25
280,0,25
281,0,25
282,5,26
283,10,27
284,10,27
285,11,27
286,12,27
287,13,27
288,14,27
289,15,27
290,16,27
291,17,27
292,18,27
293,19,27
294,20,27
295,21,27
296,22,27
297,23,27
298,24,27
299,25,27
300,26,27
301,27,27
302,28,27
303,29,27
304,29,27
305,27,27
306,25,27
307,23,27
308,21,27
309,19,27
310,17,27
311,15,27
312,13,27
313,11,27
314,9,27
315,7,27
316,5,27
317,3,27
318,1,27
319,-1,27
320,-1,27
321,4,28
322,9,29
323,14,30
324,14,30
325,15,30
326,16,30
327,17,30
328,18,30
329,19,30
330,20,30
331,21,30
332,22,30
333,23,30
334,24,30
335,25,30
336,26,30
337,27,30
338,28,30
339,29,30
340,30,30
341,31,30
342,32,30
343,33,30
344,34,30
345,34,30
346,32,30
347,30,30
348,28,30
349,26,30
350,24,30
351,22,30
352,20,30
353,18,30
354,16,30
355,14,30
356,12,30
357,10,30
358,8,30
359,6,30
360,4,30
361,2,30
362,0,30
363,0,30
364,5,31
365,10,32
366,10,32
367,11,32
368,12,32
369,13,32
370,14,32
371,15,32
372,16,32
373,17,32
374,18,32
375,19,32
376,20,32
377,21,32
378,22,32
379,23,32
380,24,32
381,24,32
382,22,32
383,20,32
384,18,32
385,16,32
386,14,32
387,12,32
388,10,32
389,8,32
390,6,32
391,4,32
392,2,32
393,0,32
394,0,32
395,5,33
396,10,34
397,10,34
398,11,34
399,12,34
400,13,34
401,14,34
402,15,34
403,16,34
404,17,34
405,18,34
406,19,34
407,20,34
408,21,34
409,22,34
410,23,34
411,24,34
412,25,34
413,26,34
414,27,34
415,28,34
416,29,34
417,29,34
418,27,34
419,25,34
420,23,34
421,21,34
422,19,34
423,17,34
424,15,34
425,13,34
426,11,34
427,9,34
428,7,34
429,5,34
430,3,34
431,1,34
432,-1,34
433,-1,34
434,4,35
435,9,36
436,14,37
437,14,37
438,14,37
439,12,37
440,10,37
441,8,37
442,6,37
443,4,37
444,2,37
445,0,37
446,0,37
447,5,38
448,10,39
449,10,39
450,11,39
451,12,39
452,13,39
453,14,39
454,15,39
455,16,39
456,17,39
457,18,39
458,19,39
459,20,39
460,21,39
461,22,39
462,23,39
463,24,39
464,25,39
465,26,39
466,27,39
467,27,39
468,25,39
469,23,39
470,21,39
471,19,39
472,17,39
473,15,39
474,13,39
475,11,39
476,9,39
477,7,39
478,5,39
479,3,39
480,1,39
481,-1,39
482,-1,39
483,4,40
484,9,41
485,14,42
486,14,42
487,15,42
488,16,42
489,17,42
490,18,42
491,19,42
492,20,42
493,21,42
494,22,42
495,23,42
496,24,42
497,25,42
498,26,42
499,27,42
500,28,42
501,29,42
502,30,42
503,30,42
504,28,42
505,26,42
506,24,42
507,22,42
508,20,42
509,18,42
510,16,42
511,14,42
512,12,42
513,10,42
514,8,42
515,6,42
516,4,42
517,2,42
518,0,42
519,0,42
520,5,43
521,10,44
522,10,44
523,11,44
524,12,44
525,13,44
526,14,44
527,15,44
528,16,44
529,17,44
530,18,44
531,19,44
532,20,44
533,21,44
534,22,44
535,23,44
536,24,44
537,25,44
538,26,44
539,27,44
540,28,44
541,29,44
542,30,44
543,31,44
544,32,44
545,33,44
546,34,44
547,34,44
548,32,44
549,30,44
550,28,44
551,26,44
552,24,44
553,22,44
554,20,44
555,18,44
556,16,44
557,14,44
558,12,44
559,10,44
560,8,44
561,6,44
562,4,44
563,2,44
564,0,44
565,0,44
566,5,45
567,10,46
568,10,46
569,11,46
570,12,46
571,13,46
572,14,46
573,15,46
574,16,46
575,17,46
576,18,46
577,19,46
578,20,46
579,21,46
580,22,46
581,23,46
