Tour, Faim, Pensee
582,24,46
583,25,46
584,26,46
585,27,46
586,28,46
587,29,46
588,30,46
589,31,46
590,31,46
591,29,46
592,27,46
593,25,46
594,23,46
595,21,46
596,19,46
597,17,46
598,15,46
599,13,46
600,11,46
601,9,46
602,7,46
603,5,46
604,3,46
605,1,46
606,-1,46
607,-1,46
608,4,47
609,9,48
610,14,49
611,14,49
612,15,49
613,16,49
614,17,49
615,18,49
616,19,49
617,20,49
618,21,49
619,22,49
620,23,49
621,24,49
622,25,49
623,26,49
624,27,49
625,28,49
626,29,49
627,30,49
628,31,49
629,31,49
630,29,49
631,27,49
632,25,49
633,23,49
634,21,49
635,19,49
636,17,49
637,15,49
638,13,49
639,11,49
640,9,49
641,7,49
642,5,49
643,3,49
644,1,49
645,-1,49
646,-1,49
647,4,50
648,9,51
649,14,52
650,14,52
651,15,52
652,16,52
653,17,52
654,18,52
655,19,52
656,20,52
657,21,52
658,22,52
659,23,52
660,24,52
661,25,52
662,26,52
663,27,52
664,28,52
665,29,52
666,30,52
667,31,52
668,32,52
669,33,52
670,33,52
671,31,52
672,29,52
673,27,52
674,25,52
675,23,52
676,21,52
677,19,52
678,17,52
679,15,52
680,13,52
681,11,52
682,9,52
683,7,52
684,5,52
685,3,52
686,1,52
687,-1,52
688,-1,52
689,4,53
690,9,54
691,14,55
692,14,55
693,15,55
694,16,55
695,17,55
696,18,55
697,19,55
698,20,55
699,21,55
700,22,55
701,23,55
702,24,55
703,25,55
704,26,55
705,27,55
706,28,55
707,29,55
708,30,55
709,31,55
710,32,55
711,33,55
712,34,55
713,35,55
714,36,55
715,37,55
716,38,55
717,38,55
718,36,55
719,34,55
720,32,55
721,30,55
722,28,55
723,26,55
724,24,55
725,22,55
726,20,55
727,18,55
728,16,55
729,14,55
730,12,55
731,10,55
732,8,55
733,6,55
734,4,55
735,2,55
736,0,55
737,0,55
738,5,56
739,10,57
740,10,57
741,11,57
742,12,57
743,13,57
744,14,57
745,15,57
746,16,57
747,17,57
748,18,57
749,19,57
750,20,57
751,21,57
752,22,57
753,23,57
754,24,57
755,25,57
756,26,57
757,27,57
758,28,57
759,28,57
760,26,57
761,24,57
762,22,57
763,20,57
764,18,57
765,16,57
766,14,57
767,12,57
768,10,57
769,8,57
770,6,57
771,4,57
772,2,57
773,0,57
774,0,57
775,5,58
776,10,59
777,10,59
778,11,59
779,12,59
780,13,59
781,14,59
782,15,59
783,16,59
784,17,59
785,18,59
786,19,59
787,20,59
788,21,59
789,22,59
790,23,59
791,24,59
792,25,59
793,26,59
794,27,59
795,28,59
796,29,59
797,30,59
798,31,59
799,32,59
800,33,59
801,33,59
802,31,59
803,29,59
804,27,59
805,25,59
806,23,59
807,21,59
808,19,59
809,17,59
810,15,59
811,13,59
812,11,59
813,9,59
814,7,59
815,5,59
816,3,59
817,1,59
818,-1,59
819,-1,59
820,4,60
821,9,61
822,14,62
823,14,62
824,15,62
825,16,62
826,17,62
827,18,62
828,19,62
829,20,62
830,21,62
831,22,62
832,23,62
833,24,62
834,25,62
835,26,62
836,27,62
837,28,62
838,29,62
839,30,62
840,31,62
841,31,62
842,29,62
843,27,62
844,25,62
845,23,62
846,21,62
847,19,62
848,17,62
849,15,62
850,13,62
851,11,62
852,9,62
853,7,62
854,5,62
855,3,62
856,1,62
857,-1,62
858,-1,62
859,4,63
860,9,64
861,14,65
862,14,65
863,15,65
864,16,65
865,17,65
866,18,65
867,19,65
868,20,65
869,21,65
870,22,65
871,23,65
872,24,65
873,25,65
874,26,65
875,27,65
876,28,65
877,29,65
878,29,65
879,27,65
880,25,65
881,23,65
882,21,65
883,19,65
884,17,65
885,15,65
886,13,65
887,11,65
888,9,65
889,7,65
890,5,65
891,3,65
892,1,65
893,-1,65
894,-1,65
895,4,66
896,9,67
897,14,68
898,14,68
899,15,68
900,16,68
901,17,68
902,18,68
903,19,68
904,20,68
905,21,68
906,22,68
907,23,68
908,24,68
909,25,68
910,26,68
911,27,68
912,28,68
913,29,68
914,30,68
915,30,68
916,28,68
917,26,68
918,24,68
919,22,68
920,20,68
921,18,68
922,16,68
923,14,68
924,12,68
925,10,68
926,8,68
927,6,68
928,4,68
929,2,68
930,0,68
931,0,68
932,5,69
933,10,70
934,10,70
935,11,70
936,12,70
937,13,70
938,14,70
939,15,70
940,16,70
941,17,70
942,18,70
943,19,70
944,20,70
945,20,70
946,18,70
947,16,70
948,14,70
949,12,70
950,10,70
951,8,70
952,6,70
953,4,70
954,2,70
955,0,70
956,0,70
957,5,71
958,10,72
959,10,72
960,11,72
961,12,72
962,13,72
963,14,72
964,15,72
965,16,72
966,17,72
967,18,72
968,19,72
969,20,72
970,21,72
971,22,72
972,23,72
973,24,72
974,25,72
975,26,72
976,27,72
977,28,72
978,29,72
979,30,72
980,31,72
981,32,72
982,32,72
983,30,72
984,28,72
985,26,72
986,24,72
987,22,72
988,20,72
989,18,72
990,16,72
991,14,72
992,12,72
993,10,72
994,8,72
995,6,72
996,4,72
997,2,72
998,0,72
999,0,72
